description,duration,main_speaker,name,speaker_occupation,tags,title,views,index
"Climate change is unfair. While rich countries can fight against rising oceans and dying farm fields, poor people around the world are already having their lives upended -- and their human rights threatened -- by killer storms, starvation and the loss of their own lands. Mary Robinson asks us to join the movement for worldwide climate justice.",1307,Mary Robinson,Mary Robinson: Why climate change is a threat to human rights,Global leader,"['climate change', 'global issues', 'humanity', 'inequality', 'politics']",Why climate change is a threat to human rights,1126459,2052
"When poet Robin Morgan found herself facing Parkinson’s disease, she distilled her experiences into these four quietly powerful poems — meditating on age, loss, and the simple power of noticing.",717,Robin Morgan,Robin Morgan: 4 powerful poems about Parkinson's and growing older,Poet and activist,"['aging', 'disease', 'health', 'personal growth', 'poetry']",4 powerful poems about Parkinson's and growing older,1004539,2053
"More than 40 million people worldwide suffer from Alzheimer's disease, and that number is expected to increase drastically in the coming years. But no real progress has been made in the fight against the disease since its classification more than 100 years ago. Scientist Samuel Cohen shares a new breakthrough in Alzheimer's research from his lab as well as a message of hope. ""Alzheimer's is a disease,"" Cohen says, ""and we can cure it.""",473,Samuel Cohen,Samuel Cohen: Alzheimer's is not normal aging — and we can cure it,Research scientist,"[""Alzheimer's"", 'aging', 'health', 'medical research', 'medicine', 'neuroscience']",Alzheimer's is not normal aging — and we can cure it,1506693,2054
"When someone asks you where you're from … do you sometimes not know how to answer? Writer Taiye Selasi speaks on behalf of ""multi-local"" people, who feel at home in the town where they grew up, the city they live now and maybe another place or two. ""How can I come from a country?"" she asks. ""How can a human being come from a concept?""",991,Taiye Selasi,"Taiye Selasi: Don't ask where I'm from, ask where I'm a local",Author,"['culture', 'humanity', 'identity', 'self', 'world cultures']","Don't ask where I'm from, ask where I'm a local",2141928,2055
"For centuries, people have viewed swamps and wetlands as obstacles to avoid. But for photographer Mac Stone, who documents the stories of wildlife in Florida's Everglades, the swamp isn't a hindrance — it's a national treasure. Through his stunning photographs, Stone shines a new light on a neglected, ancient and important wilderness. His message: get out and experience it for yourself. ""Just do it — put your feet in the water,"" he says. ""The swamp will change you, I promise.""",1155,Mac Stone,Mac Stone: Stunning photos of the endangered Everglades,Photographer,"['TEDx', 'activism', 'animals', 'nature', 'photography']",Stunning photos of the endangered Everglades,1155507,2056
"Imagine being unable to say, ""I am hungry,"" ""I am in pain,"" ""thank you,"" or ""I love you,” -- losing your ability to communicate, being trapped inside your body, surrounded by people yet utterly alone. For 13 long years, that was Martin Pistorius’s reality. After contracting a brain infection at the age of twelve, Pistorius lost his ability to control his movements and to speak, and eventually he failed every test for mental awareness. He had become a ghost. But then a strange thing started to happen -- his mind began to knit itself back together. In this moving talk, Pistorius tells how he freed himself from a life locked inside his own body.",848,Martin Pistorius,Martin Pistorius: How my mind came back to life — and no one knew,"Author, designer","['TEDx', 'brain', 'communication', 'health', 'health care', 'mind', 'speech']",How my mind came back to life — and no one knew,2094497,2057
"What do you want to be when you grow up? Well, if you're not sure you want to do just one thing for the rest of your life, you're not alone. In this illuminating talk, writer and artist Emilie Wapnick describes the kind of people she calls ""multipotentialites"" -- who have a range of interests and jobs over one lifetime. Are you one?",746,Emilie Wapnick,Emilie Wapnick: Why some of us don't have one true calling,"Writer, coach, artist ...","['TEDx', 'creativity', 'curiosity', 'education', 'identity', 'personal growth', 'work']",Why some of us don't have one true calling,4456309,2058
"Imagine the hottest day you've ever experienced. Now imagine it's six, 10 or 12 degrees hotter. According to climate researcher Alice Bows-Larkin, that's the type of future in store for us if we don't significantly cut our greenhouse gas emissions now. She suggests that it's time we do things differently—a whole system change, in fact—and seriously consider trading economic growth for climate stability.",863,Alice Bows-Larkin,Alice Bows-Larkin: Climate change is happening. Here's how we adapt,Climate scholar,"['big problems', 'climate change', 'economics', 'energy', 'future', 'global issues', 'green', 'infrastructure', 'policy', 'pollution', 'science', 'social change', 'sustainability']",Climate change is happening. Here's how we adapt,1158020,2059
"Current medical treatment boils down to six words: Have disease, take pill, kill something. But physician Siddhartha Mukherjee points to a future of medicine that will transform the way we heal.",1055,Siddhartha Mukherjee,"Siddhartha Mukherjee: Soon we'll cure diseases with a cell, not a pill",Cancer physician and writer,"['TED Books', 'cancer', 'disease', 'future', 'health', 'health care', 'history', 'illness', 'innovation', 'medical research', 'medicine', 'microbes', 'microbiology', 'molecular biology', 'pharmaceuticals', 'physiology', 'psychology', 'science', 'synthetic biology']","Soon we'll cure diseases with a cell, not a pill",1294952,2060
"Designer and architect Neri Oxman is leading the search for ways in which digital fabrication technologies can interact with the biological world. Working at the intersection of computational design, additive manufacturing, materials engineering and synthetic biology, her lab is pioneering a new age of symbiosis between microorganisms, our bodies, our products and even our buildings.",1056,Neri Oxman,Neri Oxman: Design at the intersection of technology and biology,"Architect, designer","['architecture', 'biology', 'design', 'innovation', 'manufacturing', 'materials', 'microbiology', 'nature', 'product design', 'technology']",Design at the intersection of technology and biology,1607427,2061
"Can we, as adults, grow new neurons? Neuroscientist Sandrine Thuret says that we can, and she offers research and practical advice on how we can help our brains better perform neurogenesis—improving mood, increasing memory formation and preventing the decline associated with aging along the way.",664,Sandrine Thuret,Sandrine Thuret: You can grow new brain cells. Here's how,Neural stem cell researcher,"['aging', 'biology', 'brain', 'health', 'medical research', 'memory', 'mental health', 'mind', 'neuroscience', 'science']",You can grow new brain cells. Here's how,4615013,2062
"For musician Teitur, singing is about giving away a piece of yourself to others. ""If your intentions are to impress people or to get the big applause at the end,"" he says, ""then you are taking, not giving."" Listen as he plays on stage at TED2015, offering two songs about love, distance and home.",649,Teitur,Teitur: Home is a song I've always remembered,Singer-songwriter,"['guitar', 'live music', 'music', 'performance', 'piano']",Home is a song I've always remembered,1034518,2063
"Can we end hunger and poverty, halt climate change and achieve gender equality in the next 15 years? The governments of the world think we can. Meeting at the UN in September 2015, they agreed to a new set of Global Goals for the development of the world to 2030. Social progress expert Michael Green invites us to imagine how these goals and their vision for a better world can be achieved.",879,Michael Green,Michael Green: How we can make the world a better place by 2030,Social progress expert,"['big problems', 'economics', 'future', 'global development', 'global issues', 'goal-setting', 'policy', 'statistics']",How we can make the world a better place by 2030,1141254,2064
"At his lab at the University of Pennsylvania, Vijay Kumar and his team have created autonomous aerial robots inspired by honeybees. Their latest breakthrough: Precision Farming, in which swarms of robots map, reconstruct and analyze every plant and piece of fruit in an orchard, providing vital information to farmers that can help improve yields and make water management smarter.",789,Vijay Kumar,Vijay Kumar: The future of flying robots,Roboticist,"['TEDx', 'agriculture', 'bees', 'biomimicry', 'computers', 'demo', 'design', 'drones', 'engineering', 'farming', 'flight', 'garden', 'innovation', 'insects', 'machine learning', 'plants', 'robots', 'science', 'technology']",The future of flying robots,1349253,2065
"You might not know this: Many of the medicines we take -- common drugs like Ambien and everyday aspirin -- were only ever tested on men. And the unknown side effects for women can be dangerous, even deadly. Alyson McGregor studies the differences between male and female patients; in this fascinating talk she explains how the male model became our framework for medical research ... and what women and men need to ask their doctors to get the right care for their bodies.",929,Alyson McGregor,Alyson McGregor: Why medicine often has dangerous side effects for women,Women's health pioneer,"['TEDx', 'disease', 'health', 'health care', 'heart health', 'medical research', 'medicine', 'women']",Why medicine often has dangerous side effects for women,1414721,2066
"When two bodies wearing identical wetsuits washed ashore in Norway and the Netherlands, journalist Anders Fjellberg and photographer Tomm Christiansen started a search to answer the question: who were these people? What they found and reported in Norway's ""Dagbladet"" is that everybody has a name, everybody has a story and everybody is someone.",881,Anders Fjellberg,Anders Fjellberg: Two nameless bodies washed up on the beach. Here are their stories,Journalist,"['Europe', 'Middle East', 'Syria', 'death', 'global issues', 'identity', 'journalism', 'war']",Two nameless bodies washed up on the beach. Here are their stories,1220746,2067
"Using examples from birdsong, the natural lilt of emphatic language and even a cooking pan lid, singer-songwriter and TED Fellow Meklit Hadero shows how the everyday soundscape, even silence, makes music. ""The world is alive with musical expression,"" she says. ""We are already immersed.""",783,Meklit Hadero,Meklit Hadero: The unexpected beauty of everyday sounds,Singer-songwriter,"['TED Fellows', 'art', 'creativity', 'culture', 'language', 'music', 'nature', 'sound']",The unexpected beauty of everyday sounds,996127,2068
"Investigative journalist Will Potter is the only reporter who has been inside a Communications Management Unit, or CMU, within a US prison. These units were opened secretly, and radically alter how prisoners are treated -- even preventing them from hugging their children. Potter, a TED Fellow, shows us who is imprisoned here, and how the government is trying to keep them hidden. ""The message was clear,"" he says. ""Don't talk about this place."" Find sources for this talk at  willpotter.com/cmu",895,Will Potter,Will Potter: The secret US prisons you've never heard of before,Investigative journalist,"['Criminal Justice', 'TED Fellows', 'communication', 'crime', 'journalism', 'prison', 'privacy']",The secret US prisons you've never heard of before,2507956,2069
"Geneticist Jennifer Doudna co-invented a groundbreaking new technology for editing genes, called CRISPR-Cas9. The tool allows scientists to make precise edits to DNA strands, which could lead to treatments for genetic diseases ... but could also be used to create so-called ""designer babies."" Doudna reviews how CRISPR-Cas9 works -- and asks the scientific community to pause and discuss the ethics of this new tool.",953,Jennifer Doudna,Jennifer Doudna: How CRISPR lets us edit our DNA,Biologist,"['Bioethics', 'CRISPR', 'DNA', 'biotech', 'engineering', 'future', 'genetics', 'health', 'innovation', 'medical research', 'medicine', 'molecular biology', 'philosophy', 'science', 'software', 'synthetic biology', 'technology', 'virus']", How CRISPR lets us edit our DNA,1936760,2070
"Designer Tea Uglow is creating a future in which humanity's love for natural solutions and simple tools can coexist with our need for information and the devices that provide us with it. ""Reality is richer than screens,"" she says. ""We can have a happy place filled with the information we love that feels as natural as switching on lightbulb.""",503,Tea Uglow,Tea Uglow: An Internet without screens might look like this,Designer,"['TEDx', 'design', 'future', 'happiness', 'humanity', 'invention', 'technology']",An Internet without screens might look like this,1613847,2071
"Cave explorer and geologist Francesco Sauro travels to the hidden continent under our feet, surveying deep, dark places inside the earth that humans have never been able to reach before. In the spectacular tepuis of South America, he finds new minerals and insects that have evolved in isolation, and he uses his knowledge of these alien worlds to train astronauts.",877,Francesco Sauro,"Francesco Sauro: Deep under the Earth's surface, discovering beauty and science",Speleologist,"['South America', 'adventure', 'beauty', 'biodiversity', 'ecology', 'environment', 'exploration', 'geology', 'glacier', 'photography', 'science', 'science and art']","Deep under the Earth's surface, discovering beauty and science",1418492,2072
"When a family falls into crisis -- and it sometimes happens, thanks to unemployment, drugs, bad relationships and bad luck -- the social services system is supposed to step in and help them get back on track. As Hilary Cottam shows, in the UK a typical family in crisis can be eligible for services from more than 70 different agencies, but it's unlikely that any one of them can really make a difference. Cottam, a social entrepreneur herself, asks us to think about the ways we solve deep and complex social problems. How can we build supportive, enthusiastic relationships between those in need and those that provide help?",1015,Hilary Cottam,Hilary Cottam: Social services are broken. How we can fix them,Innovator and social entrepreneur,"['big problems', 'community', 'social change']",Social services are broken. How we can fix them,684300,2073
"At the Harbour School in Hong Kong, TED Senior Fellow Cesar Harada teaches citizen science and invention to the next generation of environmentalists. He's moved his classroom into an industrial mega-space where imaginative kids work with wood, metal, chemistry, biology, optics and, occasionally, power tools to create solutions to the threats facing the world's oceans. There, he instills a universal lesson that his own parents taught him at a young age: ""You can make a mess, but you have to clean up after yourself.""",588,Cesar Harada,Cesar Harada: How I teach kids to love science,"Inventor, environmentalist, educator","['TED Fellows', 'collaboration', 'design', 'education', 'environment', 'global issues', 'green', 'innovation', 'invention', 'oceans', 'water']",How I teach kids to love science,1625784,2074
"Artist and TED Fellow Christine Sun Kim was born deaf, and she was taught to believe that sound wasn't a part of her life, that it was a hearing person's thing. Through her art, she discovered similarities between American Sign Language and music, and she realized that sound doesn't have to be known solely through the ears -- it can be felt, seen and experienced as an idea. In this endearing talk, she invites us to open our eyes and ears and participate in the rich treasure of visual language.",917,Christine Sun Kim,Christine Sun Kim: The enchanting music of sign language,"Sound artist, composer","['TED Fellows', 'art', 'communication', 'composing', 'language', 'music', 'sound']",The enchanting music of sign language,1242903,2075
"In 2013, the world learned that the NSA and its UK equivalent, GCHQ, routinely spied on the German government. Amid the outrage, artists Mathias Jud and Christoph Wachter thought: Well, if they're listening ... let's talk to them. With antennas mounted on the roof of the Swiss Embassy in Berlin's government district, they set up an open network that let the world send messages to US and UK spies listening nearby. It's one of three bold, often funny, and frankly subversive works detailed in this talk, which highlights the world's growing discontent with surveillance and closed networks.",776,Mathias Jud,Mathias Jud: Art that lets you talk back to NSA spies,Artist,"['Europe', 'Internet', 'Surveillance', 'art', 'communication', 'democracy', 'government', 'intelligence', 'politics', 'security', 'technology', 'telecom']",Art that lets you talk back to NSA spies,958480,2076
"You're not at your best when you're stressed. In fact, your brain has evolved over millennia to release cortisol in stressful situations, inhibiting rational, logical thinking but potentially helping you survive, say, being attacked by a lion. Neuroscientist Daniel Levitin thinks there's a way to avoid making critical mistakes in stressful situations, when your thinking becomes clouded -- the pre-mortem. ""We all are going to fail now and then,"" he says. ""The idea is to think ahead to what those failures might be.""",740,Daniel Levitin,Daniel Levitin: How to stay calm when you know you'll be stressed,Neuroscientist,"['brain', 'cognitive science', 'health', 'medicine', 'memory', 'mental health', 'neuroscience']",How to stay calm when you know you'll be stressed,9163813,2077
"When a young woman texted DoSomething.org with a heartbreaking cry for help, the organization responded by opening a nationwide Crisis Text Line for people in pain. Nearly 10 million text messages later, the organization is using the privacy and power of text messaging to help people handle addiction, suicidal thoughts, eating disorders, sexual abuse and more. But there's an even bigger win: The anonymous data collected by text is teaching us when crises are most likely to happen -- and helping schools and law enforcement to prepare for them.",579,Nancy Lublin,Nancy Lublin: How data from a crisis text line is saving lives,Activist,"['activism', 'big problems', 'communication', 'data', 'pain', 'policy', 'society', 'technology', 'youth']",How data from a crisis text line is saving lives,780116,2078
"Aboard an overloaded ship carrying more than 500 refugees, a young woman becomes an unlikely hero. This single, powerful story, told by Melissa Fleming of the UN's refugee agency, gives a human face to the sheer numbers of human beings trying to escape to better lives ... as the refugee ships keep coming ...",1155,Melissa Fleming,Melissa Fleming: A boat carrying 500 refugees sunk at sea. The story of two survivors,Voice for refugees,"['Middle East', 'Syria', 'TEDx', 'global issues', 'government', 'humanity', 'immigration', 'policy', 'poverty', 'social change', 'society', 'trafficking', 'war']",A boat carrying 500 refugees sunk at sea. The story of two survivors,1502400,2079
"Although the tapir is one of the world's largest land mammals, the lives of these solitary, nocturnal creatures have remained a mystery. Known as ""the living fossil,"" the very same tapir that roams the forests and grasslands of South America today arrived on the evolutionary scene more than 5 million years ago. But threats from poachers, deforestation and pollution, especially in quickly industrializing Brazil, threaten this longevity. In this insightful talk, conservation biologist, tapir expert and TED Fellow Patrícia Medici shares her work with these amazing animals and challenges us with a question: Do we want to be responsible for their extinction?",692,Patrícia Medici,Patrícia Medici: The coolest animal you know nothing about ... and how we can save it,Wildlife conservationist,"['Brazil', 'TED Fellows', 'animals', 'biodiversity', 'biology', 'environment']",The coolest animal you know nothing about ... and how we can save it,1296514,2080
"What if we could use existing technologies to provide Internet access to the more than 4 billion people living in places where the infrastructure can't support it? Using off-the-shelf LEDs and solar cells, Harald Haas and his team have pioneered a new technology that transmits data using light, and it may just be the key to bridging the digital divide. Take a look at what the future of the Internet could look like.",444,Harald Haas,Harald Haas: Forget Wi-Fi. Meet the new Li-Fi Internet,Communications technology innovator,"['Internet', 'communication', 'demo', 'design', 'infrastructure', 'innovation', 'invention', 'solar energy', 'web']",Forget Wi-Fi. Meet the new Li-Fi Internet,1879260,2081
"A genre unto herself, Kaki King fuses the ancient tradition of working with one's hands with digital technology, projection-mapping imagery onto her guitar in her groundbreaking multimedia work ""The Neck Is a Bridge to the Body."" Using her guitar's neck like a keyboard, she plays an intricate melody as she takes the audience on a musical journey of light and sound. She calls it ""guitar as paintbrush.""",691,Kaki King,Kaki King: A musical escape into a world of light and color,Guitarist,"['art', 'creativity', 'guitar', 'innovation', 'live music', 'music', 'performance']",A musical escape into a world of light and color,1365169,2082
"As a gay couple in San Francisco, Jenni Chang and Lisa Dazols had a relatively easy time living the way they wanted. But outside the bubble of the Bay Area, what was life like for people still lacking basic rights? They set off on a world tour in search of ""Supergays,"" LGBT people who were doing something extraordinary in the world. In 15 countries across Africa, Asia and South America -- from India, recently home to the world's first openly gay prince, to Argentina, the first country in Latin America to grant marriage equality -- they found the inspiring stories and the courageous, resilient and proud Supergays they had been looking for.",710,Jenni Chang and Lisa Dazols,Jenni Chang and Lisa Dazols: This is what LGBT life is like around the world,Documentary filmmakers,"['Gender equality', 'LGBT', 'film', 'global issues', 'love', 'relationships', 'social change', 'society', 'travel']",This is what LGBT life is like around the world,1609136,2083
"Search engines have become our most trusted sources of information and arbiters of truth. But can we ever get an unbiased search result? Swedish author and journalist Andreas Ekström argues that such a thing is a philosophical impossibility. In this thoughtful talk, he calls on us to strengthen the bonds between technology and the humanities, and he reminds us that behind every algorithm is a set of personal beliefs that no code can ever completely eradicate.",558,Andreas Ekström,Andreas Ekström: The moral bias behind your search results,Author and journalist,"['Google', 'Internet', 'TEDx', 'algorithm', 'communication', 'computers', 'decision-making', 'society', 'software', 'technology', 'web']",The moral bias behind your search results,1396735,2084
"How do we respect someone's religious beliefs, while also holding religion accountable for the damage those beliefs may cause? Chelsea Shields has a bold answer to this question. She was raised in the orthodox Mormon tradition, and she spent the early part of her life watching women be excluded from positions of importance within the LDS Church. Now, this anthropologist, activist and TED Fellow is working to reform her church's institutionalized gender inequality. ""Religions can liberate or subjugate, they can empower or exploit, they can comfort or destroy,"" she says. ""What is taught on the Sabbath leaks into our politics, our health policy, violence around the world.""",756,Chelsea Shields,Chelsea Shields: How I'm working for change inside my church,"Activist, anthropologist, consultant","['God', 'TED Fellows', 'activism', 'community', 'faith', 'feminism', 'identity', 'inequality', 'personal growth', 'religion', 'society', 'women']",How I'm working for change inside my church,1452861,2085
"In April 2003, just as American troops began rolling into Baghdad, a shell smashed into the building author and war correspondent Jean-Paul Mari was reporting from. There he had a face-to-face encounter with death, beginning his acquaintance with a phantom that has haunted those who have risked their lives on battlefields since ancient times. ""What is this thing that can kill you without leaving any visible scars?"" Mari asks. We know it as post-traumatic stress disorder -- or, as Mari describes it, an experience with the void of death. In this probing talk, he searches for answers to questions about mortality and psychosis and in the aftermath of horror and trauma.",930,Jean-Paul Mari,Jean-Paul Mari: The chilling aftershock of a brush with death,Journalist and psychologist,"['PTSD', 'TEDx', 'death', 'global issues', 'iraq', 'military', 'mind', 'pain', 'psychology', 'violence', 'war']",The chilling aftershock of a brush with death,762041,2086
"Josh Luber is a ""sneakerhead,"" a collector of rare or limited sneakers. With their insatiable appetite for exclusive sneakers, these tastemakers drive marketing and create hype for the brands they love, specifically Nike, which absolutely dominates the multi-billion dollar secondary market for sneakers. Luber's company, Campless, collects data about this market and analyzes it for collectors and investors. In this talk, he takes us on a journey into this complicated, unregulated market and imagines how it could be a model for a stock market for commerce.",711,Josh Luber,Josh Luber: Why sneakers are a great investment,Sneaker data expert,"['Brand', 'advertising', 'data', 'economics', 'fashion', 'investment', 'marketing', 'shopping']",Why sneakers are a great investment,1799799,2087
"What if you could experience a story with your entire body, not just with your mind? Nonny de la Peña is working on a new form of journalism that combines traditional reporting with emerging virtual reality technology to put the audience inside the story. The result is an evocative experience that de la Peña hopes will help people understand the news in a brand new way.",567,Nonny de la Peña,Nonny de la Peña: The future of news? Virtual reality,Virtual reality pioneer,"['future', 'innovation', 'invention', 'journalism', 'media', 'news', 'storytelling', 'virtual reality', 'visualizations']",The future of news? Virtual reality,1202223,2088
"For the people of Kiribati, climate change isn't something to be debated, denied or legislated against -- it's an everyday reality. The low-lying Pacific island nation may soon be underwater, thanks to rising sea levels. In a personal conversation with TED Curator Chris Anderson, Kiribati President Anote Tong discusses his country's present climate catastrophe and its imperiled future. ""In order to deal with climate change, there's got to be sacrifice. There's got to be commitment,"" he says. ""We've got to tell people that the world has changed.""",1275,Anote Tong,Anote Tong: My country will be underwater soon -- unless we work together,President of the Republic of Kiribati,"['big problems', 'climate change', 'environment', 'fish', 'future', 'global issues', 'humanity', 'mission blue', 'natural disaster', 'oceans', 'policy', 'pollution', 'science', 'social change']",My country will be underwater soon -- unless we work together,1054718,2089
"What's going on inside the brains of animals? Can we know what, or if, they're thinking and feeling? Carl Safina thinks we can. Using discoveries and anecdotes that span ecology, biology and behavioral science, he weaves together stories of whales, wolves, elephants and albatrosses to argue that just as we think, feel, use tools and express emotions, so too do the other creatures – and minds – that share the Earth with us.",1166,Carl Safina,Carl Safina: What are animals thinking and feeling?,"Ecologist, writer","['animals', 'biodiversity', 'biology', 'birds', 'brain', 'cognitive science', 'consciousness', 'conservation', 'empathy', 'environment', 'evolution', 'fish', 'life', 'love', 'mental health', 'mind', 'mission blue', 'monkeys', 'neuroscience', 'oceans', 'science']",What are animals thinking and feeling?,1976994,2090
"Written language, the hallmark of human civilization, didn't just suddenly appear one day. Thousands of years before the first fully developed writing systems, our ancestors scrawled geometric signs across the walls of the caves they sheltered in. Paleoanthropologist, rock art researcher and TED Senior Fellow Genevieve von Petzinger has studied and codified these ancient markings in caves across Europe. The uniformity of her findings suggest that graphic communication, and the ability to preserve and transmit messages beyond a single moment in time, may be much older than we think.",725,Genevieve von Petzinger,Genevieve von Petzinger: Why are these 32 symbols found in ancient caves all over Europe?,Paleoanthropologist and rock art researcher,"['Europe', 'TED Fellows', 'ancient world', 'anthropology', 'art', 'communication', 'history', 'humanity', 'invention', 'language', 'science', 'science and art', 'visualizations', 'writing']",Why are these 32 symbols found in ancient caves all over Europe?,3436514,2091
"Ann Morgan considered herself well read -- until she discovered the ""massive blindspot"" on her bookshelf. Amid a multitude of English and American authors, there were very few books from beyond the English-speaking world. So she set an ambitious goal: to read one book from every country in the world over the course of a year. Now she's urging other Anglophiles to read translated works so that publishers will work harder to bring foreign literary gems back to their shores. Explore interactive maps of her reading journey here: go.ted.com/readtheworld",723,Ann Morgan,Ann Morgan: My year reading a book from every country in the world,"Writer, blogger, author","['books', 'goal-setting', 'library', 'literature', 'personal growth', 'writing']",My year reading a book from every country in the world,1446267,2092
"Given the choice between a job candidate with a perfect resume and one who has fought through difficulty, human resources executive Regina Hartley always gives the ""Scrapper"" a chance. As someone who grew up with adversity, Hartley knows that those who flourish in the darkest of spaces are empowered with the grit to persist in an ever-changing workplace. ""Choose the underestimated contender, whose secret weapons are passion and purpose,"" she says. ""Hire the Scrapper.""",631,Regina Hartley,Regina Hartley: Why the best hire might not have the perfect resume,"Human Resources Manager, UPS","['business', 'decision-making', 'entrepreneur', 'failure', 'goal-setting', 'leadership', 'mental health', 'personal growth', 'productivity', 'success', 'women in business', 'work']",Why the best hire might not have the perfect resume,3185521,2093
"Marina Abramović's art pushes the boundary between audience and artist in pursuit of heightened consciousness and personal change. In her groundbreaking 2010 work, ""The Artist Is Present,"" she simply sat in a chair facing her audience, for eight hours a day ... with powerfully moving results. Her boldest work may still be yet to come -- it's taking the form of a sprawling art institute devoted to experimentation and simple acts done with mindful attention. ""Nothing happens if you always do things the same way,"" she says. ""My method is to do things I'm afraid of, the things I don't know, to go to territory that nobody's ever been.""",951,Marina Abramović,"Marina Abramović: An art made of trust, vulnerability and connection",Performance artist,"['art', 'collaboration', 'communication', 'energy', 'fear', 'identity', 'performance art', 'self', 'society', 'vulnerability']","An art made of trust, vulnerability and connection",1626686,2094
"Kristen Marhaver studies corals, tiny creatures the size of a poppyseed that, over hundreds of slow years, create beautiful, life-sustaining ocean structures hundreds of miles long. As she admits, it's easy to get sad about the state of coral reefs; they're in the news lately because of how quickly they're bleaching, dying and turning to slime. But the good news is that we're learning more and more about these amazing marine invertebrates -- including how to help them (and help them help us). This biologist and TED Senior Fellow offers a glimpse into the wonderful and mysterious lives of these hard-working and fragile creatures.",826,Kristen Marhaver,Kristen Marhaver: How we're growing baby corals to rebuild reefs,Coral reef biologist,"['TED Fellows', 'animals', 'biology', 'climate change', 'environment', 'exoskeleton', 'microbiology', 'mission blue', 'nature', 'oceans', 'pollution', 'science', 'water']",How we're growing baby corals to rebuild reefs,729236,2095
"We need women to work, and we need working women to have babies. So why is America one of the only countries in the world that offers no national paid leave to new working mothers? In this incisive talk, Jessica Shortall makes the impassioned case that the reality of new working motherhood in America is both hidden and horrible: millions of women, every year, are forced back to work within just weeks of giving birth. Her idea worth spreading: the time has come for us to recognize the economic, physical and psychological costs of our approach to working mothers and their babies, and to secure our economic future by providing paid leave to all working parents.",945,Jessica Shortall,Jessica Shortall: The US needs paid family leave -- for the sake of its future,"Strategy consultant, social entrepreneur and author","['TEDx', 'activism', 'big problems', 'economics', 'family', 'future', 'government', 'health', 'health care', 'humanity', 'parenting', 'social change', 'society', 'women', 'women in business', 'work']",The US needs paid family leave -- for the sake of its future,1392660,2096
"How can technology help improve our quality of life? How can we navigate the world without using the sense of vision? Inventor and IBM Fellow Chieko Asakawa, who's been blind since the age of fourteen, is working on answering these questions. In a charming demo, she shows off some new technology that's helping blind people explore the world ever more independently ... because, she suggests, when we design for greater accessibility, everyone benefits.",569,Chieko Asakawa,Chieko Asakawa: How new technology helps blind people explore the world,Visionary inventor,"['AI', 'Blindness', 'communication', 'data', 'demo', 'future', 'innovation', 'interface design', 'invention', 'open-source', 'sight', 'technology']",How new technology helps blind people explore the world,1201029,2097
"In this breathtaking talk, world champion freediver Guillaume Néry takes us with him into the ocean's depths. Meter by meter, he explains the physical and emotional impact of water pressure, silence and holding your breath. His eloquent description of the underwater experience reveals the hidden poetry of freediving.",1150,Guillaume Néry,Guillaume Néry: The exhilarating peace of freediving,World champion freediver,"['TEDx', 'adventure', 'consciousness', 'exploration', 'extreme sports', 'meditation', 'mind', 'mindfulness', 'oceans', 'peace']",The exhilarating peace of freediving,857839,2098
"Jedidah Isler dreamt of becoming an astrophysicist since she was a young girl, but the odds were against her: At that time, only 18 black women in the United States had ever earned a PhD in a physics-related discipline. In this personal talk, she shares the story of how she became the first black woman to earn a PhD in astrophysics from Yale -- and her deep belief in the value of diversity to science and other STEM fields. ""Do not think for one minute that because you are who you are, you cannot be who you imagine yourself to be,"" she says. ""Hold fast to those dreams and let them carry you into a world you can't even imagine.""",822,Jedidah Isler,Jedidah Isler: The untapped genius that could change science for the better,Astrophysicist,"['TED Fellows', 'astronomy', 'future', 'goal-setting', 'identity', 'inequality', 'physics', 'potential', 'race', 'science', 'society', 'space', 'universe', 'women']",The untapped genius that could change science for the better,1049263,2099
"Downloadable, printable clothing may be coming to a closet near you. What started as designer Danit Peleg's fashion school project turned into a collection of 3D-printed designs that have the strength and flexibility for everyday wear. ""Fashion is a very physical thing,"" she says. ""I wonder what our world will look like when our clothes will be digital.""",380,Danit Peleg,Danit Peleg: Forget shopping. Soon you'll download your new clothes,Fashion designer,"['TEDYouth', 'art', 'business', 'design', 'fashion', 'future', 'invention', 'manufacturing', 'materials', 'shopping']",Forget shopping. Soon you'll download your new clothes,1582286,2100
"Raymond Wang is only 17 years old, but he's already helping to build a healthier future. Using fluid dynamics, he created computational simulations of how air moves on airplanes, and what he found is disturbing -- when a person sneezes on a plane, the airflow actually helps to spread pathogens to other passengers. Wang shares an unforgettable animation of how a sneeze travels inside a plane cabin as well as his prize-winning solution: a small, fin-shaped device that increases fresh airflow in airplanes and redirects pathogen-laden air out of circulation.",388,Raymond Wang,Raymond Wang: How germs travel on planes -- and how we can stop them,Inventor,"['TEDYouth', 'aircraft', 'bacteria', 'design', 'engineering', 'flight', 'health', 'illness', 'innovation', 'invention', 'physics', 'science', 'transportation']",How germs travel on planes -- and how we can stop them,1690995,2101
"Nicole Paris was raised to be a beatboxer -- when she was young, her father, Ed Cage, used to beatbox her to sleep at night. Now the duo is known for their beatbox battles and jam sessions, which mix classic rap beats with electronic dance sounds. Prepare yourself for a bit of a hip-hop history lesson, and enjoy the show.",421,Nicole Paris and Ed Cage,Nicole Paris and Ed Cage: A beatboxing lesson from a father-daughter duo,Beatboxers,"['TEDYouth', 'art', 'entertainment', 'family', 'live music', 'music', 'performance']",A beatboxing lesson from a father-daughter duo,2852664,2102
